index,season,conf,division,team,wins,losses,ties,pct,div_rank,scored,allowed,net,sov,sos,seed,playoff,scored_diff,net_diff,sign
60,2003,NFC,NFC West,ARI,4,12,0,0.25,4,225,452,-227,0.53125,0.542969,NaN,NaN,-37.0,-72.0,0
92,2004,NFC,NFC West,ARI,6,10,0,0.375,3,284,322,-38,0.416667,0.460938,NaN,NaN,59.0,189.0,1
124,2005,NFC,NFC West,ARI,5,11,0,0.3125,3,311,387,-76,0.3,0.507812,NaN,NaN,27.0,-38.0,0
156,2006,NFC,NFC West,ARI,5,11,0,0.3125,4,314,389,-75,0.425,0.5,NaN,NaN,3.0,1.0,1
188,2007,NFC,NFC West,ARI,8,8,0,0.5,2,404,399,5,0.421875,0.433594,NaN,NaN,90.0,80.0,1
220,2008,NFC,NFC West,ARI,9,7,0,0.5625,1,427,426,1,0.368056,0.484375,4.0,LostSB,23.0,-4.0,0
252,2009,NFC,NFC West,ARI,10,6,0,0.625,1,375,325,50,0.35625,0.445312,4.0,LostDV,-52.0,49.0,1
284,2010,NFC,NFC West,ARI,5,11,0,0.3125,4,289,434,-145,0.45,0.464844,NaN,NaN,-86.0,-195.0,0
316,2011,NFC,NFC West,ARI,8,8,0,0.5,2,312,348,-36,0.390625,0.46875,NaN,NaN,23.0,109.0,1
348,2012,NFC,NFC West,ARI,5,11,0,0.3125,4,250,357,-107,0.475,0.550781,NaN,NaN,-62.0,-71.0,0
380,2013,NFC,NFC West,ARI,10,6,0,0.625,3,379,324,55,0.45,0.535156,NaN,NaN,129.0,162.0,1
412,2014,NFC,NFC West,ARI,11,5,0,0.6875,2,310,299,11,0.477273,0.523438,5.0,LostWC,-69.0,-44.0,0
444,2015,NFC,NFC West,ARI,13,3,0,0.8125,1,497,319,178,0.451923,0.472656,2.0,LostCC,187.0,167.0,1
476,2016,NFC,NFC West,ARI,7,8,1,0.46875,2,418,362,56,0.357143,0.457031,NaN,NaN,-79.0,-122.0,0
508,2017,NFC,NFC West,ARI,8,8,0,0.5,3,295,361,-66,0.40625,0.488281,NaN,NaN,-123.0,-122.0,0
540,2018,NFC,NFC West,ARI,3,13,0,0.1875,4,225,425,-200,0.291667,0.523438,NaN,NaN,-70.0,-134.0,0
572,2019,NFC,NFC West,ARI,5,10,1,0.34375,4,361,442,-81,0.375,0.527344,NaN,NaN,136.0,119.0,1
604,2020,NFC,NFC West,ARI,2,2,0,0.5,3,98,92,6,0.09375,0.0234375,NaN,NaN,-263.0,87.0,1
24,2002,NFC,NFC South,ATL,9,6,1,0.59375,2,402,314,88,0.416667,0.492188,6.0,LostDV,304.0,82.0,1
56,2003,NFC,NFC South,ATL,5,11,0,0.3125,4,299,422,-123,0.4625,0.539062,NaN,NaN,-103.0,-211.0,0
88,2004,NFC,NFC South,ATL,11,5,0,0.6875,1,340,337,3,0.431818,0.433594,2.0,LostCC,41.0,126.0,1
120,2005,NFC,NFC South,ATL,8,8,0,0.5,3,351,341,10,0.34375,0.492188,NaN,NaN,11.0,7.0,1
152,2006,NFC,NFC South,ATL,7,9,0,0.4375,3,292,328,-36,0.375,0.457031,NaN,NaN,-59.0,-46.0,0
184,2007,NFC,NFC South,ATL,4,12,0,0.25,4,259,414,-155,0.46875,0.515625,NaN,NaN,-33.0,-119.0,0
216,2008,NFC,NFC South,ATL,11,5,0,0.6875,2,391,325,66,0.403409,0.457031,5.0,LostWC,132.0,221.0,1
248,2009,NFC,NFC South,ATL,9,7,0,0.5625,2,363,325,38,0.381944,0.503906,NaN,NaN,-28.0,-28.0,0
280,2010,NFC,NFC South,ATL,13,3,0,0.8125,1,414,288,126,0.4375,0.484375,1.0,LostDV,51.0,88.0,1
312,2011,NFC,NFC South,ATL,10,6,0,0.625,2,402,350,52,0.375,0.480469,5.0,LostWC,-12.0,-74.0,0
344,2012,NFC,NFC South,ATL,13,3,0,0.8125,1,419,299,120,0.418269,0.421875,1.0,LostCC,17.0,68.0,1
376,2013,NFC,NFC South,ATL,4,12,0,0.25,3,353,443,-90,0.3125,0.550781,NaN,NaN,-66.0,-210.0,0
408,2014,NFC,NFC South,ATL,6,10,0,0.375,3,381,417,-36,0.375,0.476562,NaN,NaN,28.0,54.0,1
440,2015,NFC,NFC South,ATL,8,8,0,0.5,2,339,345,-6,0.453125,0.480469,NaN,NaN,-42.0,30.0,1
472,2016,NFC,NFC South,ATL,11,5,0,0.6875,1,540,406,134,0.448864,0.476562,2.0,LostSB,201.0,140.0,1
504,2017,NFC,NFC South,ATL,10,6,0,0.625,3,353,315,38,0.475,0.542969,6.0,LostDV,-187.0,-96.0,0
536,2018,NFC,NFC South,ATL,7,9,0,0.4375,2,414,423,-9,0.348214,0.476562,NaN,NaN,61.0,-47.0,0
568,2019,NFC,NFC South,ATL,7,9,0,0.4375,2,381,399,-18,0.517857,0.542969,NaN,NaN,-33.0,-9.0,0
600,2020,NFC,NFC South,ATL,0,4,0,0.0,4,106,138,-32,0.0,0.0507812,NaN,NaN,-275.0,-14.0,0
25,2002,NFC,NFC South,CAR,7,9,0,0.4375,4,258,302,-44,0.357143,0.480469,NaN,NaN,135.0,-67.0,0
57,2003,NFC,NFC South,CAR,11,5,0,0.6875,1,325,304,21,0.397727,0.445312,3.0,LostSB,67.0,65.0,1
89,2004,NFC,NFC South,CAR,7,9,0,0.4375,3,355,339,16,0.366071,0.507812,NaN,NaN,30.0,-5.0,0
121,2005,NFC,NFC South,CAR,11,5,0,0.6875,2,391,259,132,0.409091,0.449219,5.0,LostCC,36.0,116.0,1
153,2006,NFC,NFC South,CAR,8,8,0,0.5,2,270,305,-35,0.46875,0.472656,NaN,NaN,-121.0,-167.0,0
185,2007,NFC,NFC South,CAR,7,9,0,0.4375,2,267,347,-80,0.410714,0.523438,NaN,NaN,-3.0,-45.0,0
217,2008,NFC,NFC South,CAR,12,4,0,0.75,1,414,329,85,0.432292,0.488281,2.0,LostDV,147.0,165.0,1
249,2009,NFC,NFC South,CAR,8,8,0,0.5,3,315,308,7,0.484375,0.539062,NaN,NaN,-99.0,-78.0,0
281,2010,NFC,NFC South,CAR,2,14,0,0.125,4,196,408,-212,0.34375,0.574219,NaN,NaN,-119.0,-219.0,0
313,2011,NFC,NFC South,CAR,6,10,0,0.375,3,406,429,-23,0.3125,0.503906,NaN,NaN,210.0,189.0,1
345,2012,NFC,NFC South,CAR,7,9,0,0.4375,2,357,363,-6,0.464286,0.515625,NaN,NaN,-49.0,17.0,1
377,2013,NFC,NFC South,CAR,12,4,0,0.75,1,366,241,125,0.447917,0.492188,2.0,LostDV,9.0,131.0,1
409,2014,NFC,NFC South,CAR,7,8,1,0.46875,1,339,374,-35,0.357143,0.488281,4.0,LostDV,-27.0,-160.0,0
441,2015,NFC,NFC South,CAR,15,1,0,0.9375,1,500,308,192,0.4375,0.441406,1.0,LostSB,161.0,227.0,1
473,2016,NFC,NFC South,CAR,6,10,0,0.375,4,369,402,-33,0.34375,0.511719,NaN,NaN,-131.0,-225.0,0
505,2017,NFC,NFC South,CAR,11,5,0,0.6875,2,363,327,36,0.5,0.539062,5.0,LostWC,-6.0,69.0,1
537,2018,NFC,NFC South,CAR,7,9,0,0.4375,3,376,382,-6,0.517857,0.503906,NaN,NaN,13.0,-42.0,0
569,2019,NFC,NFC South,CAR,5,11,0,0.3125,4,340,470,-130,0.4625,0.546875,NaN,NaN,-36.0,-124.0,0
601,2020,NFC,NFC South,CAR,2,2,0,0.5,3,99,102,-3,0.09375,0.03125,NaN,NaN,-241.0,127.0,1
20,2002,NFC,NFC North,CHI,4,12,0,0.25,3,281,379,-98,0.421875,0.519531,NaN,NaN,182.0,-95.0,0
52,2003,NFC,NFC North,CHI,7,9,0,0.4375,3,283,346,-63,0.366071,0.488281,NaN,NaN,2.0,35.0,1
84,2004,NFC,NFC North,CHI,5,11,0,0.3125,4,231,331,-100,0.3875,0.464844,NaN,NaN,-52.0,-37.0,0
116,2005,NFC,NFC North,CHI,11,5,0,0.6875,1,260,202,58,0.397727,0.457031,2.0,LostDV,29.0,158.0,1
148,2006,NFC,NFC North,CHI,13,3,0,0.8125,1,427,255,172,0.403846,0.429688,1.0,LostSB,167.0,114.0,1
180,2007,NFC,NFC North,CHI,7,9,0,0.4375,4,334,348,-14,0.5,0.542969,NaN,NaN,-93.0,-186.0,0
212,2008,NFC,NFC North,CHI,9,7,0,0.5625,2,375,350,25,0.361111,0.472656,NaN,NaN,41.0,39.0,1
244,2009,NFC,NFC North,CHI,7,9,0,0.4375,3,327,375,-48,0.321429,0.496094,NaN,NaN,-48.0,-73.0,0
276,2010,NFC,NFC North,CHI,11,5,0,0.6875,1,334,286,48,0.420455,0.472656,2.0,LostCC,7.0,96.0,1
308,2011,NFC,NFC North,CHI,8,8,0,0.5,3,353,341,12,0.40625,0.527344,NaN,NaN,19.0,-36.0,0
340,2012,NFC,NFC North,CHI,10,6,0,0.625,3,375,277,98,0.4,0.507812,NaN,NaN,22.0,86.0,1
372,2013,NFC,NFC North,CHI,8,8,0,0.5,3,445,478,-33,0.453125,0.460938,NaN,NaN,70.0,-131.0,0
404,2014,NFC,NFC North,CHI,5,11,0,0.3125,4,319,442,-123,0.3375,0.527344,NaN,NaN,-126.0,-90.0,0
436,2015,NFC,NFC North,CHI,6,10,0,0.375,4,335,397,-62,0.46875,0.546875,NaN,NaN,16.0,61.0,1
468,2016,NFC,NFC North,CHI,3,13,0,0.1875,4,279,399,-120,0.395833,0.519531,NaN,NaN,-56.0,-58.0,0
500,2017,NFC,NFC North,CHI,5,11,0,0.3125,4,264,320,-56,0.5,0.558594,NaN,NaN,-15.0,64.0,1
532,2018,NFC,NFC North,CHI,12,4,0,0.75,1,421,283,138,0.411458,0.421875,3.0,LostWC,157.0,194.0,1
564,2019,NFC,NFC North,CHI,8,8,0,0.5,3,280,298,-18,0.375,0.503906,NaN,NaN,-141.0,-156.0,0
596,2020,NFC,NFC North,CHI,4,1,0,0.8,2,105,100,5,0.0625,0.0273438,5.0,NaN,-175.0,23.0,1
16,2002,NFC,NFC East,DAL,5,11,0,0.3125,4,217,329,-112,0.475,0.5,NaN,NaN,93.0,-110.0,0
48,2003,NFC,NFC East,DAL,10,6,0,0.625,2,289,260,29,0.3875,0.460938,6.0,LostWC,72.0,141.0,1
80,2004,NFC,NFC East,DAL,6,10,0,0.375,3,293,405,-112,0.375,0.515625,NaN,NaN,4.0,-141.0,0
112,2005,NFC,NFC East,DAL,9,7,0,0.5625,3,325,308,17,0.465278,0.523438,NaN,NaN,32.0,129.0,1
144,2006,NFC,NFC East,DAL,9,7,0,0.5625,2,425,350,75,0.4375,0.457031,5.0,LostWC,100.0,58.0,1
176,2007,NFC,NFC East,DAL,13,3,0,0.8125,1,455,325,130,0.451923,0.496094,1.0,LostDV,30.0,55.0,1
208,2008,NFC,NFC East,DAL,9,7,0,0.5625,3,362,365,-3,0.4375,0.492188,NaN,NaN,-93.0,-133.0,0
240,2009,NFC,NFC East,DAL,11,5,0,0.6875,1,361,250,111,0.4375,0.488281,3.0,LostDV,-1.0,114.0,1
272,2010,NFC,NFC East,DAL,6,10,0,0.375,3,394,436,-42,0.5,0.511719,NaN,NaN,33.0,-153.0,0
304,2011,NFC,NFC East,DAL,8,8,0,0.5,3,369,347,22,0.375,0.472656,NaN,NaN,-25.0,64.0,1
336,2012,NFC,NFC East,DAL,8,8,0,0.5,3,376,400,-24,0.421875,0.523438,NaN,NaN,7.0,-46.0,0
368,2013,NFC,NFC East,DAL,8,8,0,0.5,2,439,432,7,0.359375,0.484375,NaN,NaN,63.0,31.0,1
400,2014,NFC,NFC East,DAL,12,4,0,0.75,1,467,352,115,0.421875,0.445312,3.0,LostDV,28.0,108.0,1
432,2015,NFC,NFC East,DAL,5,11,0,0.3125,4,269,359,-90,0.4125,0.523438,NaN,NaN,-198.0,-205.0,0
464,2016,NFC,NFC East,DAL,13,3,0,0.8125,1,421,306,115,0.432692,0.464844,1.0,LostDV,152.0,205.0,1
496,2017,NFC,NFC East,DAL,9,7,0,0.5625,2,354,332,22,0.4375,0.496094,NaN,NaN,-67.0,-93.0,0
528,2018,NFC,NFC East,DAL,10,6,0,0.625,1,339,324,15,0.44375,0.488281,4.0,LostDV,-15.0,-7.0,0
560,2019,NFC,NFC East,DAL,8,8,0,0.5,2,434,321,113,0.3125,0.476562,NaN,NaN,95.0,98.0,1
592,2020,NFC,NFC East,DAL,1,3,0,0.25,3,126,146,-20,0.0,0.0390625,NaN,NaN,-308.0,-133.0,0
21,2002,NFC,NFC North,DET,3,13,0,0.1875,4,306,451,-145,0.375,0.492188,NaN,NaN,224.0,-129.0,0
53,2003,NFC,NFC North,DET,5,11,0,0.3125,4,270,379,-109,0.4625,0.535156,NaN,NaN,-36.0,36.0,1
85,2004,NFC,NFC North,DET,6,10,0,0.375,3,296,350,-54,0.416667,0.496094,NaN,NaN,26.0,55.0,1
117,2005,NFC,NFC North,DET,5,11,0,0.3125,3,254,345,-91,0.3,0.503906,NaN,NaN,-42.0,-37.0,0
149,2006,NFC,NFC North,DET,3,13,0,0.1875,4,305,398,-93,0.479167,0.523438,NaN,NaN,51.0,-2.0,0
181,2007,NFC,NFC North,DET,7,9,0,0.4375,3,346,444,-98,0.410714,0.542969,NaN,NaN,41.0,-5.0,0
213,2008,NFC,NFC North,DET,0,16,0,0.0,4,268,517,-249,0.0,0.558594,NaN,NaN,-78.0,-151.0,0
245,2009,NFC,NFC North,DET,2,14,0,0.125,4,262,494,-232,0.28125,0.523438,NaN,NaN,-6.0,17.0,1
277,2010,NFC,NFC North,DET,6,10,0,0.375,3,362,369,-7,0.479167,0.542969,NaN,NaN,100.0,225.0,1
309,2011,NFC,NFC North,DET,10,6,0,0.625,2,474,387,87,0.39375,0.535156,6.0,LostWC,112.0,94.0,1
341,2012,NFC,NFC North,DET,4,12,0,0.25,4,372,437,-65,0.375,0.5625,NaN,NaN,-102.0,-152.0,0
373,2013,NFC,NFC North,DET,8,8,0,0.5,2,402,362,40,0.421875,0.445312,NaN,NaN,30.0,105.0,1
405,2014,NFC,NFC North,DET,11,5,0,0.6875,2,321,282,39,0.392045,0.46875,6.0,LostWC,-81.0,-1.0,0
437,2015,NFC,NFC North,DET,7,9,0,0.4375,3,358,400,-42,0.419643,0.53125,NaN,NaN,37.0,-81.0,0
469,2016,NFC,NFC North,DET,9,7,0,0.5625,2,346,358,-12,0.388889,0.472656,6.0,LostWC,-12.0,30.0,1
501,2017,NFC,NFC North,DET,9,7,0,0.5625,2,410,376,34,0.368056,0.496094,NaN,NaN,64.0,46.0,1
533,2018,NFC,NFC North,DET,6,10,0,0.375,4,324,360,-36,0.416667,0.496094,NaN,NaN,-86.0,-70.0,0
565,2019,NFC,NFC North,DET,3,12,1,0.21875,4,341,423,-82,0.375,0.503906,NaN,NaN,17.0,-46.0,0
597,2020,NFC,NFC North,DET,1,3,0,0.25,4,99,127,-28,0.125,0.046875,NaN,NaN,-242.0,54.0,1
22,2002,NFC,NFC North,GB,12,4,0,0.75,1,398,328,70,0.411458,0.449219,3.0,LostWC,299.0,98.0,1
54,2003,NFC,NFC North,GB,10,6,0,0.625,1,442,307,135,0.4375,0.488281,4.0,LostDV,44.0,65.0,1
86,2004,NFC,NFC North,GB,10,6,0,0.625,1,424,380,44,0.41875,0.457031,3.0,LostWC,-18.0,-91.0,0
118,2005,NFC,NFC North,GB,4,12,0,0.25,4,298,344,-46,0.453125,0.53125,NaN,NaN,-126.0,-90.0,0
150,2006,NFC,NFC North,GB,8,8,0,0.5,2,302,367,-65,0.382812,0.5,NaN,NaN,4.0,-19.0,0
182,2007,NFC,NFC North,GB,13,3,0,0.8125,1,435,291,144,0.447115,0.46875,2.0,LostCC,133.0,209.0,1
214,2008,NFC,NFC North,GB,6,10,0,0.375,3,419,380,39,0.364583,0.503906,NaN,NaN,-16.0,-105.0,0
246,2009,NFC,NFC North,GB,11,5,0,0.6875,2,461,297,164,0.380682,0.441406,5.0,LostWC,42.0,125.0,1
278,2010,NFC,NFC North,GB,10,6,0,0.625,2,388,240,148,0.475,0.519531,6.0,WonSB,-73.0,-16.0,0
310,2011,NFC,NFC North,GB,15,1,0,0.9375,1,560,359,201,0.458333,0.457031,1.0,LostDV,172.0,53.0,1
342,2012,NFC,NFC North,GB,11,5,0,0.6875,1,433,336,97,0.4375,0.503906,3.0,LostDV,-127.0,-104.0,0
374,2013,NFC,NFC North,GB,8,7,1,0.53125,1,417,428,-11,0.375,0.453125,4.0,LostWC,-16.0,-108.0,0
406,2014,NFC,NFC North,GB,12,4,0,0.75,1,486,348,138,0.4375,0.480469,2.0,LostCC,69.0,149.0,1
438,2015,NFC,NFC North,GB,10,6,0,0.625,2,368,323,45,0.45625,0.535156,5.0,LostDV,-118.0,-93.0,0
470,2016,NFC,NFC North,GB,10,6,0,0.625,1,432,388,44,0.45,0.503906,4.0,LostCC,64.0,-1.0,0
